,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.057525836,0.0525751,0.05002415,0.049837213,0.046727818,0.032069795,0.028097855,0.026578637,0.027260313,0.026655702,0.019883169,0.019651301,0.023720836,0.028663086,0.026368387,0.025219422,0.024568936,0.020630816,0.02005379,0.018750738,0.018413488,0.018098112,0.019076262,0.019753985,0.022963237,0.02347662,0.023642454,0.02743262,0.024870241,0.02233416,0.02343319,0.024142845,0.02487045,0.02338728,0.024758974,0.023775544
1,0.057703763,0.05256233,0.05212532,0.048766304,0.043438263,0.028479954,0.026485043,0.027289765,0.026677955,0.028450236,0.020298531,0.026731296,0.03245296,0.027599102,0.02585497,0.024805365,0.020746153,0.020368325,0.018753847,0.01940075,0.017930198,0.019879611,0.020513898,0.02492901,0.02234806,0.024170248,0.030265953,0.024556527,0.02168044,0.024046969,0.023655104,0.025759779,0.023144346,0.024780663,0.022975344,0.028450133
2,0.057807863,0.054652475,0.05095882,0.04543935,0.038968053,0.026775965,0.02725962,0.026719378,0.02861323,0.028461121,0.02744277,0.03456967,0.027013682,0.027331183,0.025534963,0.021175724,0.020481424,0.019215293,0.019232908,0.018544812,0.019664617,0.021274947,0.02519423,0.023535999,0.022855608,0.03097624,0.027072951,0.021618888,0.023283659,0.023860155,0.025134865,0.024070213,0.024363875,0.022961257,0.027521541,0.027528236
3,0.059794955,0.053411752,0.047677778,0.040877987,0.038011234,0.02735989,0.026659466,0.028750284,0.028569072,0.034886,0.034335025,0.02971344,0.026628857,0.027712114,0.021974476,0.021230102,0.019312419,0.019791972,0.018480351,0.020118847,0.021204414,0.025619345,0.02386432,0.024077294,0.029516924,0.027692579,0.023669474,0.023113286,0.023167541,0.025367165,0.023371493,0.02510996,0.022722485,0.027588967,0.026486998,0.026026871
4,0.058419276,0.05016871,0.043079562,0.040022556,0.03896747,0.026811864,0.028765084,0.028761327,0.034813777,0.042633057,0.029961545,0.028942985,0.025725344,0.02371573,0.021751884,0.02003494,0.019799698,0.018893534,0.02009274,0.021560537,0.02515329,0.024425756,0.024388809,0.030665796,0.026205948,0.024126424,0.025434999,0.023103897,0.024691073,0.02386129,0.02455255,0.023384739,0.027102096,0.026697269,0.024916047,0.026143305
5,0.05536785,0.045453068,0.04223553,0.040984023,0.03796689,0.028936088,0.028789688,0.035166085,0.042712647,0.038733795,0.028994845,0.027679825,0.021141203,0.023962896,0.020334864,0.020810151,0.018966954,0.020046897,0.021494314,0.025704106,0.024052154,0.024956917,0.03087586,0.027450189,0.022683032,0.02573734,0.025172612,0.024526801,0.023430465,0.024836553,0.02277797,0.027805943,0.026181955,0.025176039,0.025058694,0.027028458
6,0.050610248,0.04472709,0.043197617,0.039959963,0.039087314,0.02904431,0.035246406,0.04275527,0.03868867,0.03711572,0.02782852,0.023194972,0.020063952,0.022315755,0.020846698,0.02016024,0.020062331,0.021252334,0.0252766,0.024678167,0.024621569,0.03159309,0.027700704,0.02381788,0.02415362,0.025545526,0.026844855,0.023211407,0.024233548,0.023354098,0.027240792,0.026856765,0.024638161,0.025439044,0.025981823,0.026386213
7,0.050033294,0.045726947,0.042055096,0.04108706,0.038731035,0.035083707,0.042918712,0.038815804,0.03709742,0.035184097,0.023501527,0.021773988,0.018599497,0.022620862,0.020279078,0.021024557,0.021006385,0.024995575,0.024268713,0.025271421,0.031407163,0.028420415,0.024079924,0.024749098,0.02403285,0.027131027,0.025533004,0.023979746,0.022925133,0.027373051,0.02660589,0.02527509,0.024621988,0.026360763,0.025305936,0.025837986
8,0.051084515,0.044534635,0.043025877,0.04069407,0.043587323,0.04270093,0.038704775,0.037172616,0.03511331,0.031247485,0.022232102,0.020249061,0.0191629,0.022054983,0.021389566,0.022018468,0.02499508,0.023860872,0.02489076,0.031446666,0.028204845,0.024811702,0.025100008,0.024760185,0.025700307,0.025717068,0.026411895,0.022713961,0.026819052,0.026589314,0.025038097,0.025153982,0.025425477,0.0255776,0.025049787,0.02510449
9,0.049830098,0.045362122,0.042581078,0.04549146,0.049826525,0.03849066,0.036995094,0.03513629,0.03125692,0.029241651,0.02075315,0.020671215,0.01835299,0.023018802,0.02248594,0.025568634,0.023855284,0.024256663,0.03106827,0.028403057,0.024699394,0.025797257,0.02492371,0.026225893,0.024288338,0.026796293,0.025120981,0.02657301,0.026584256,0.024867356,0.025090039,0.02591348,0.02465003,0.025376255,0.024306893,0.023498267
10,0.050509993,0.044828728,0.0472564,0.051322833,0.04536204,0.036752865,0.03487936,0.031429723,0.029288277,0.027919132,0.021292761,0.019875092,0.019360378,0.023976972,0.02603615,0.024455296,0.024143571,0.02978795,0.028008105,0.024994599,0.026113529,0.025588786,0.026299201,0.025033714,0.025245227,0.02549332,0.02832008,0.02643169,0.024762593,0.024422718,0.02571651,0.0253598,0.024567615,0.02456742,0.022739971,0.024744172
11,0.049921863,0.049456444,0.052787118,0.047241937,0.043723308,0.03470398,0.031328432,0.029529832,0.027984051,0.026977383,0.02055515,0.021069212,0.020620782,0.027812826,0.024997449,0.024641432,0.02962003,0.026967514,0.024664586,0.026123047,0.02576762,0.026980035,0.024886442,0.026618939,0.02386649,0.028400525,0.02771892,0.02460814,0.02443842,0.024882479,0.025163857,0.024985828,0.023726536,0.022951933,0.023985852,0.03428517
12,0.05412492,0.05477845,0.048838217,0.04562838,0.041847523,0.031209156,0.029448036,0.028241388,0.026857685,0.025935963,0.021643423,0.021735957,0.025062086,0.026597545,0.025170945,0.029722102,0.02697742,0.024005938,0.02591931,0.025901057,0.027149871,0.025559243,0.026607454,0.025291493,0.027276838,0.02785186,0.025959909,0.024558134,0.024498552,0.02434552,0.024778571,0.02415654,0.022094117,0.024258332,0.03380659,0.036637772
13,0.058897026,0.050886866,0.047265336,0.04385197,0.03881341,0.029319933,0.02826848,0.02710018,0.025789225,0.02812644,0.02236713,0.026216859,0.023384714,0.026944889,0.030622533,0.027218955,0.024126092,0.025240617,0.025640631,0.027189083,0.025696652,0.02722491,0.025336405,0.028842738,0.026817331,0.026267987,0.025270069,0.024681563,0.024153937,0.024212692,0.023889534,0.022602879,0.02332294,0.03396003,0.0362926,0.03644163
14,0.055201218,0.049349096,0.04551477,0.040789593,0.037431855,0.028185155,0.027047567,0.026061324,0.028068312,0.02858776,0.026491119,0.024771309,0.024059163,0.032594547,0.028076615,0.024580851,0.025331737,0.025187792,0.026964191,0.02557078,0.0272212,0.025892168,0.029697679,0.02908394,0.02510909,0.025660297,0.02528088,0.024340345,0.023484373,0.023248218,0.022216909,0.02396515,0.033169705,0.03630861,0.035869747,0.03572331
15,0.053719826,0.04759191,0.04249269,0.039440017,0.0361083,0.026950264,0.02607011,0.028269308,0.02853971,0.031475015,0.02533016,0.025348715,0.030383248,0.02979163,0.025382195,0.025695443,0.025335476,0.0263573,0.025405914,0.027146984,0.026046744,0.030300634,0.029823108,0.027547514,0.02462074,0.025760809,0.024919141,0.023574134,0.022438291,0.021634864,0.02343243,0.033766355,0.035573985,0.036032166,0.03501809,0.03129647
16,0.052069653,0.044647414,0.041164197,0.038073774,0.034925506,0.025826164,0.02828822,0.028812852,0.031277344,0.031568073,0.025859084,0.03129237,0.027405115,0.02677135,0.026602274,0.025781821,0.026437853,0.024934486,0.026901862,0.025900098,0.030088678,0.030294921,0.027950265,0.027046414,0.024654528,0.025616165,0.024401559,0.022532752,0.021049151,0.022483137,0.03308373,0.036445316,0.03521778,0.03530382,0.030518003,0.029445207
17,0.04934051,0.043380424,0.03978809,0.036896296,0.03419535,0.028138867,0.028997645,0.03148602,0.031422574,0.03179074,0.031508625,0.027968014,0.02398224,0.02788043,0.026619451,0.026780887,0.025028508,0.02630893,0.025715822,0.030092025,0.029778095,0.028453477,0.027461326,0.026665773,0.024567932,0.025210842,0.023362705,0.021234473,0.022341883,0.032082003,0.03550267,0.036228444,0.034284852,0.030663997,0.028793586,0.030984387
18,0.048218016,0.04202966,0.038693074,0.036165368,0.036044795,0.028844563,0.03139394,0.031736236,0.031659245,0.03731395,0.02826263,0.024560915,0.0250164,0.027820617,0.027686914,0.025262626,0.0263028,0.02512947,0.02958289,0.029935101,0.0278244,0.027765056,0.02707167,0.025614092,0.023997085,0.024106445,0.021853173,0.022773802,0.03099026,0.03449683,0.03528473,0.034958098,0.029663697,0.028964153,0.030502154,0.031956065
19,0.046860624,0.040919714,0.038015917,0.037954267,0.036341682,0.03122296,0.03176371,0.031892184,0.037302207,0.034034483,0.024959678,0.02554123,0.024862764,0.02880657,0.026227519,0.026486453,0.025107026,0.02879001,0.029502895,0.027966917,0.027062155,0.02738916,0.025764683,0.025805054,0.02294609,0.022408567,0.022816753,0.031004004,0.033822935,0.034735765,0.034269106,0.030424794,0.027977262,0.030573206,0.031578727,0.031828403
20,0.0457453,0.04037208,0.039733954,0.038218386,0.038562562,0.031676933,0.031862866,0.037342645,0.03402072,0.03045786,0.025957508,0.025727049,0.02584845,0.02739772,0.027386475,0.025211168,0.02884234,0.029022384,0.027549716,0.027627695,0.026752137,0.026100833,0.025968688,0.024632934,0.02128802,0.023366552,0.031953264,0.033944722,0.03365777,0.033531997,0.029709714,0.028558409,0.029634079,0.03177357,0.0314917,0.04019416
21,0.04534991,0.04196399,0.03989496,0.04049212,0.038737386,0.031741343,0.037210423,0.03413512,0.030420152,0.03128418,0.026225893,0.026704991,0.024304632,0.028846158,0.026190242,0.028913394,0.02903305,0.027073506,0.027174367,0.02750937,0.025537323,0.02636363,0.024827031,0.02272368,0.022452319,0.032752596,0.0344571,0.03356159,0.03239354,0.029078338,0.027888266,0.030285377,0.030854566,0.03166292,0.039973065,0.041843686
22,0.04682124,0.04199614,0.042190313,0.040603306,0.03847888,0.03692138,0.034032054,0.030627051,0.031219088,0.030489739,0.027268669,0.025228554,0.026060415,0.027564747,0.029906226,0.02894927,0.027066937,0.026885077,0.026964635,0.026259024,0.02577851,0.025282087,0.023016078,0.02376904,0.031913124,0.035122864,0.034959406,0.03238007,0.02826299,0.02718136,0.029478848,0.031465,0.030833686,0.040250704,0.0416785,0.041496426
23,0.04685838,0.04430022,0.04228042,0.04039491,0.043414794,0.033834975,0.030595414,0.031329673,0.030406894,0.03204889,0.025655927,0.026934097,0.02481806,0.030461086,0.02970477,0.027041148,0.027012473,0.026650287,0.025810508,0.026347192,0.024745401,0.023392353,0.024019744,0.031903308,0.034486204,0.035742637,0.033457633,0.028406417,0.025982514,0.028793663,0.030718027,0.031430174,0.03936574,0.04201863,0.041459825,0.042294536
24,0.048992958,0.044315547,0.042058203,0.045344353,0.040639028,0.030489033,0.031301256,0.030610396,0.032037813,0.031210963,0.02729632,0.025316566,0.028064609,0.030236924,0.027721513,0.027259657,0.02688818,0.02578676,0.025794243,0.02531903,0.02295777,0.02425417,0.032644335,0.033931766,0.03474023,0.034230817,0.029101854,0.026168952,0.028137071,0.029839788,0.030552868,0.040040366,0.041166484,0.041798282,0.04228761,0.05470511
25,0.04907392,0.04408765,0.046957858,0.04256892,0.03747132,0.031411402,0.030528529,0.032288652,0.031258143,0.03232627,0.02561204,0.029515382,0.02803279,0.028724032,0.027801111,0.027386045,0.026001742,0.025652636,0.024744105,0.023556026,0.023907011,0.0329284,0.034845583,0.034881312,0.03319916,0.02961682,0.026988765,0.028534085,0.029107777,0.029899864,0.038966693,0.041800678,0.040913086,0.042728256,0.054451745,0.0432605
26,0.048757043,0.049021076,0.044212513,0.039357767,0.037701853,0.030582355,0.03227731,0.03148994,0.032292977,0.030906064,0.029694377,0.029657781,0.026539652,0.028693656,0.027899837,0.026569393,0.025707586,0.024566203,0.023003248,0.024721352,0.032763094,0.035044994,0.035551462,0.03376699,0.028653,0.027502643,0.02870535,0.029451145,0.029273432,0.03837469,0.04067301,0.041158732,0.041858878,0.054756112,0.04307398,0.037690308
