,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.018644013,0.01568333,0.013394344,0.011097376,0.011355376,-0.0004152648,-0.0014448044,-0.0014335504,-0.0018249671,-0.0024607163,-0.0041592894,-0.0057861377,0.0016677794,0.0033336838,0.0031454852,0.0019920615,0.00096722424,-0.00058267044,-0.0010977233,-0.0012050688,-0.0013482574,-0.002589462,-0.0021848022,-0.0024137383,0.0013337703,0.0013232243,0.001727636,0.0024229977,0.0015181496,0.0006851663,0.00072965294,0.0006056285,0.00015034362,-0.0003504616,0.00036897673,0.00073084445
1,0.017149935,0.014578653,0.010602829,0.010319257,0.006243114,-0.003897021,-0.0033904081,-0.0040522222,-0.005273427,-0.004855536,-0.0076320637,0.013179782,0.004955534,0.002896916,-0.00080884754,-0.00069765287,-0.002340498,-0.0013733292,-0.0025574388,-0.002788119,-0.005740964,-0.0021660866,-0.0044035185,0.009106958,0.001298788,0.0019153063,0.0002657646,0.00057203666,-0.00051768974,0.00038386704,-5.1389186e-05,-0.00054731814,-0.0011317466,0.00061533554,0.0014222132,-0.00043998257
2,0.016045265,0.01178713,0.009824704,0.005206993,0.0027613577,-0.0058426247,-0.006009079,-0.0075006825,-0.007668246,-0.008328313,0.011333854,0.016467536,0.004518766,-0.0010574165,-0.0034985626,-0.0040053744,-0.0031311577,-0.0028330446,-0.0041404883,-0.007180827,-0.0053175897,-0.0043848036,0.0071171806,0.009071978,0.00189087,0.0004534346,-0.001585196,-0.0014638026,-0.000818989,-0.00039717526,-0.0012043362,-0.0018294081,-0.00016594931,0.001668572,0.00025138588,0.003032278
3,0.0132537475,0.0110090105,0.004712443,0.0017252378,0.0008157545,-0.0084612975,-0.00945754,-0.009895504,-0.011141023,0.010637607,0.014621611,0.016030766,0.00056443346,-0.00374713,-0.0068062856,-0.0047960337,-0.0045908713,-0.0044160937,-0.008533198,-0.0067574517,-0.0075363065,0.007135893,0.0070821964,0.0096640615,0.00042899876,-0.0013975246,-0.0036210357,-0.0017651017,-0.0016000312,-0.0015501222,-0.0024864262,-0.0008636114,0.0008872871,0.00049774465,0.003723647,0.0063817846
4,0.012475624,0.005896749,0.0012306868,-0.00022036537,-0.0018029182,-0.011909757,-0.011852358,-0.01336828,0.007824895,0.01392536,0.014184844,0.012076435,-0.002125281,-0.0070548547,-0.007596947,-0.006255748,-0.006173921,-0.008808801,-0.00810982,-0.00897617,0.0039843917,0.0071009123,0.007674279,0.008202187,-0.0014219629,-0.003433365,-0.0039223344,-0.0025461433,-0.002752978,-0.0028322118,-0.0015206279,0.00018962502,-0.0002835405,0.003970006,0.007073152,0.0052894424
5,0.0073633594,0.0024149935,-0.00071491644,-0.0028390377,-0.005251379,-0.014304571,-0.015325134,0.0055976403,0.011112651,0.013488591,0.010230508,0.009386723,-0.0054330034,-0.0078455135,-0.0090566585,-0.0078388,-0.01056663,-0.008385425,-0.010328539,0.00254453,0.003949409,0.0076929927,0.0062124073,0.006351228,-0.0034578019,-0.0037346643,-0.004703377,-0.003699091,-0.004035069,-0.0018664148,-0.0004673925,-0.0009812022,0.0031887211,0.0073195114,0.0059808115,0.0062511344
6,0.0038816053,0.0004693903,-0.003333589,-0.0062874965,-0.007646197,-0.01777735,0.0036407819,0.008885394,0.010675883,0.00953426,0.0075407936,0.006078999,-0.006223662,-0.009305228,-0.010639707,-0.012231504,-0.010143259,-0.010604144,0.00119216,0.0025095474,0.004541491,0.006231122,0.004361446,0.0043153884,-0.0037591,-0.004515707,-0.005856323,-0.0049811816,-0.0030692709,-0.00081317825,-0.0016382199,0.0024910592,0.006538227,0.006227169,0.006942504,0.008450511
7,0.0019360022,-0.0021492825,-0.006782049,-0.00868232,-0.011118973,0.001188566,0.006928538,0.008448627,0.0067215515,0.0068445476,0.0042330706,0.005288341,-0.007683381,-0.010888276,-0.015032416,-0.011808133,-0.012361971,0.00091655494,0.0011571778,0.00310163,0.0030796202,0.0043801614,0.0023256072,0.004014089,-0.0045401435,-0.0056686536,-0.0071384134,-0.0040153833,-0.0020160347,-0.0019840063,0.0018340417,0.005840566,0.0054458845,0.0071888627,0.00914188,0.01212715
8,-0.00068267033,-0.005597744,-0.009176868,-0.012155091,0.007846946,0.0044763205,0.0064917696,0.004494294,0.004031836,0.0035368234,0.0034424122,0.0038286247,-0.009266429,-0.015280979,-0.014609042,-0.0140268495,-0.00084127305,0.00088157284,0.0017492601,0.0016397582,0.0012286588,0.0023443222,0.002024308,0.0032330474,-0.00569309,-0.006950743,-0.006172614,-0.0029621474,-0.0031868613,0.0014882557,0.0051835477,0.0047482224,0.006407578,0.009388241,0.01281852,0.012212767
9,-0.004131129,-0.007992558,-0.012649644,0.006810825,0.011134697,0.004039552,0.002537437,0.0018045801,0.0007241136,0.0027461648,0.001982697,0.002245575,-0.013659137,-0.014857607,-0.01682776,-0.00250615,-0.00087625504,0.0014736546,0.00028738976,-0.00021120206,-0.0008071801,0.0020430228,0.0012432658,0.0020801001,-0.00697518,-0.0059849466,-0.0051193805,-0.0041329754,0.0002853997,0.0048377626,0.004091205,0.0057099145,0.008606956,0.013064875,0.012904138,0.013876634
