,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,-0.07685794,-0.07206768,-0.07103133,-0.073159024,-0.06444153,-0.06049411,-0.024705201,-0.011113673,-0.008629769,-0.009111792,0.0313465,0.039467722,0.0061490536,0.0031624138,0.014088631,0.01746875,0.023742467,0.024433047,0.025393695,0.024733663,0.02792266,0.015574783,0.0015497506,0.024333596,-0.0014222264,-0.0010558963,-0.0028167963,-0.004301131,0.0035143197,-0.013753414,-0.01543358,-0.024494827,-0.02383095,-0.003777057,-0.0014025271,0.0078075826
1,-0.06863405,-0.0602161,-0.04035902,-0.04746215,-0.024714708,-0.0376067,-0.047288373,-0.042693987,-0.058720767,-0.07049744,-0.04460025,-0.040788114,-0.047252744,-0.05023727,-0.056380972,-0.059335828,-0.0499759,-0.051431507,-0.027945131,-0.021448195,-0.0021273792,-0.011900783,-0.023254007,-0.004800573,-0.017022341,-0.004495591,0.00089517236,0.015050441,0.018721879,0.02595076,0.024846435,0.036571592,0.028442383,0.018465519,0.019708037,0.024528593
2,0.0946621,0.039413065,0.025866233,-0.0140646845,-0.017767161,-0.10799381,-0.09646481,-0.091729015,-0.17424853,-0.099571094,-0.12039158,-0.119237565,-0.117333755,-0.11793959,-0.113013685,-0.10480359,-0.102184355,-0.100454435,-0.100019544,-0.08804168,-0.09289776,-0.1859283,-0.19205728,-0.13150704,-0.09219813,-0.095637396,-0.08960818,-0.07217796,-0.08492243,-0.08185358,-0.08182724,-0.070359886,-0.05468431,-0.03192942,-0.039923474,-0.038719058
3,-0.2714699,-0.2709553,-0.1944785,-0.2719084,-0.26807874,-0.26370794,-0.260026,-0.25945616,-0.2577492,-0.25613037,-0.24652213,-0.24896415,-0.20606236,-0.20607781,-0.25063,-0.24610828,-0.24600175,-0.24331309,-0.24889125,-0.24742588,-0.24624158,-0.24605764,-0.24469706,-0.24158284,-0.24489145,-0.24405424,-0.2456155,-0.24690288,-0.24536727,-0.24678789,-0.24788319,-0.23456617,-0.24619429,-0.24271643,-0.23975337,-0.16867754
4,-0.117750436,-0.11657189,-0.1129249,-0.1185046,-0.12038584,-0.07606496,-0.05974649,-0.074870855,-0.074535966,-0.073201105,-0.057654247,-0.058430567,-0.0446402,-0.044370383,-0.040872842,-0.03313318,-0.034581393,-0.030175954,-0.027126148,-0.031442,-0.029273435,-0.027883291,-0.02761951,-0.010798097,-0.035186857,-0.031574756,-0.020471245,-0.030917928,-0.018158972,-0.018482476,-0.019065991,-0.01982838,-0.013778225,-0.019117862,-0.017990425,-0.005443603
5,-0.29002762,-0.27045423,-0.2683118,-0.16120063,-0.15776612,-0.15542139,-0.15676135,-0.17315851,-0.17533843,-0.1537497,-0.13422093,-0.14782692,-0.154479,-0.15636162,-0.15643808,-0.14513348,-0.13738957,-0.15411316,-0.15278709,-0.15336633,-0.1506407,-0.13368227,-0.12626664,-0.12839949,-0.11682072,-0.12076427,-0.11978331,-0.10964039,-0.10164289,-0.09250842,-0.087537766,-0.08516726,-0.08992237,-0.09967211,-0.09054744,-0.09169236
6,-0.02634731,-0.024858043,-0.02490531,-0.018402606,-0.01358825,-0.01930058,-0.015092701,-0.008268684,0.0048871934,-0.002330333,0.014442831,0.019727439,-0.004021764,-0.0031552017,-0.00090920925,-0.0068773925,-0.0014767945,-0.013170421,-0.013216019,-0.017291665,-0.019010589,-0.029712006,-0.023134708,-0.0017499775,-0.027027711,-0.017781049,-0.015462846,-0.006275788,-0.010151252,0.0031067133,0.015955567,0.039393783,0.050282657,0.004497707,0.019868076,0.027449995
7,-0.08877073,-0.09368138,-0.05554752,-0.062846035,-0.046080947,-0.084710196,-0.101304606,-0.09967604,-0.09684186,-0.048918724,-0.07460582,-0.07312362,-0.086817235,-0.12774216,-0.1266495,-0.104840875,-0.10081251,-0.071223944,-0.08449422,-0.10486029,-0.10104218,-0.1070286,-0.10275629,-0.100758,-0.10166633,-0.099300876,-0.07587008,-0.07669416,-0.05917503,-0.046386078,-0.039372012,-0.029779479,-0.03299664,-0.036520496,-0.03947337,-0.03143759
8,-0.24261765,-0.24111578,-0.24030222,-0.24057943,-0.23836537,-0.24164084,-0.24062446,-0.23629364,-0.2348072,-0.22802995,-0.20974348,-0.21104321,-0.2169435,-0.22400528,-0.22259726,-0.2134433,-0.21478681,-0.21349508,-0.22080277,-0.2192424,-0.22591549,-0.21760748,-0.21504726,-0.21265113,-0.2273856,-0.2302564,-0.23154508,-0.21413757,-0.21770452,-0.22230385,-0.21409446,-0.21742296,-0.21330161,-0.20968677,-0.212243,-0.21209
9,0.04085608,0.038369358,0.035783112,0.03254153,0.030849755,0.02199015,0.024397105,0.03035134,0.025466532,0.046623215,0.033528447,0.040659845,0.018561095,0.012162685,0.023131639,0.023345351,0.03378585,0.03372425,0.031977773,0.050878435,0.042960286,0.033218563,0.0354594,0.046738803,0.059996396,0.077894464,0.06513105,0.07006469,0.08701007,0.087375194,0.094496265,0.10457325,0.12024811,0.09890346,0.10572472,0.09877704
10,-0.059257045,-0.05913113,-0.060844615,-0.028581932,-0.026040792,-0.03233868,-0.023536205,-0.02159445,-0.0037697107,-0.0040953606,-0.028205708,-0.024862334,-0.025650144,-0.033113196,-0.030349612,-0.012216777,-0.016637564,-0.027979419,-0.008405685,-0.005574554,-0.0054551065,-0.009265572,-0.0053264797,-0.0054372847,-0.013189077,-0.017500132,-0.014180005,-0.004488528,-0.0030702055,0.0036910474,-0.0065467358,0.0014156103,-0.0036409795,0.0016882122,0.004301548,-0.0030197501
11,-0.23223883,-0.23717786,-0.23870462,-0.2394208,-0.24108624,-0.24993671,-0.24779965,-0.24617845,-0.24672802,-0.24264015,-0.27012977,-0.27343068,-0.29770893,-0.2942417,-0.29288867,-0.2910664,-0.28700155,-0.28531075,-0.28159705,-0.28079078,-0.28169215,-0.27242297,-0.2759079,-0.2712225,-0.28005946,-0.28213534,-0.27954972,-0.28145188,-0.2785658,-0.2761838,-0.27689525,-0.27718702,-0.28036675,-0.27814263,-0.27713293,-0.27162233
12,-0.10734619,-0.11784507,-0.123753354,-0.10084838,-0.100100756,-0.11338395,-0.16825919,-0.18234575,-0.15574686,-0.16432092,-0.15713382,-0.15797153,-0.17081289,-0.17320906,-0.16809452,-0.16447276,-0.1650213,-0.1510969,-0.14753899,-0.14800087,-0.15250982,-0.18914467,-0.19181189,-0.16857094,-0.17521457,-0.17460307,-0.15591076,-0.14249603,-0.1649765,-0.16690657,-0.16761377,-0.16788456,-0.14759457,-0.19630452,-0.18285485,-0.14250861
13,-0.05059734,-0.04500504,-0.0452881,-0.04287283,-0.041108593,-0.04370053,-0.041828364,-0.08737786,-0.05914077,-0.051650092,-0.0146323,-0.010760739,-0.026977167,-0.022301331,-0.019222915,-0.013388604,-0.0072971582,-0.0057350993,-0.011831164,-0.033587366,-0.015430331,-0.03516069,-0.033872545,-0.0064024627,-0.025245413,-0.009995133,-0.006892383,-0.005709082,-0.0017774105,0.0018873215,0.01605928,0.019300371,0.027777135,-0.020561442,-0.016689584,-0.01716879
14,0.054370433,0.04959789,0.022488445,0.031114385,0.021053776,0.0065725446,0.007859573,0.005942926,0.00797309,0.010899097,-0.0033304542,0.003808096,-0.033268616,-0.03700684,-0.03839208,-0.029280677,-0.017333895,0.014460325,0.025831968,0.056155205,0.04654935,0.02907458,0.026579648,0.04055366,0.056454092,0.053807586,0.03513843,0.0382438,0.054610685,0.044725344,0.041332245,0.045918465,0.10512926,0.044964105,0.049698487,0.041172296
15,-0.096458286,-0.09572685,-0.098544106,-0.08724959,-0.07728207,-0.08777638,-0.089787826,-0.0925089,-0.056885213,-0.03793344,-0.047112122,-0.045150712,-0.054244712,-0.05380574,-0.05522263,-0.041343555,-0.039212465,-0.030105129,-0.030139297,-0.032162473,-0.036820516,-0.0343215,-0.03230816,-0.028609514,-0.044815987,-0.04103732,-0.04270567,-0.039591715,-0.03217669,-0.03966841,-0.021384284,-0.025538594,-0.031639174,-0.06401783,-0.05544974,-0.053388253
16,-0.022517025,-0.030263782,-0.03168872,-0.027534842,-0.028331518,-0.019371033,-0.0191814,-0.014183611,-0.011484176,-0.012268633,0.015997559,0.030738622,0.0266999,0.026079446,0.031956017,0.022827387,0.022063434,0.01830092,0.038104415,0.031567484,0.034036547,0.10238415,0.091555744,0.11243883,0.061196357,0.10302433,0.14426714,0.1438263,0.14590421,0.14910212,0.1668143,0.28912655,0.32665014,0.17073524,0.18390152,0.17941004
17,0.008550629,0.00751324,0.008092269,-0.0035518706,-0.0052577853,-0.029461816,-0.023979306,-0.02329424,-0.019123375,0.006111726,-0.011733517,-0.0065894127,-0.023962662,-0.026241288,-0.026055709,-0.025032312,-0.02466461,-0.019668385,-0.0028577447,0.0030965954,0.012390137,-0.0013471991,-0.0017955601,0.006867528,-0.0032163262,0.008660749,0.005754903,0.008189008,0.01129438,0.009025231,0.011062011,0.010853335,0.017777026,0.02283968,0.020440742,0.027964756
18,-0.028457344,-0.03011392,-0.04838179,-0.018708706,-0.006354004,-0.015422896,-0.006738484,-0.011254489,-0.006961271,0.0037165433,-0.008570671,-0.0032617748,-0.011494711,-0.003974512,0.011132687,0.01505205,0.018250257,0.025602847,0.029814243,0.024975508,0.030751318,0.050056145,0.080283165,0.083897114,0.05473733,0.056854352,0.07813941,0.04267499,0.053998917,0.045906454,0.0820971,0.10057537,0.1068497,0.07113631,0.048030764,0.048292547
